transaction_id,customer_id,product_id,quantity,unit_price,discount_rate,total_amount,transaction_date,payment_method,status
TXN_002714,CUST_0481,PROD_0102,1,73.2,0.27,53.44,2025-05-20,Bank Transfer,Completed
TXN_002715,CUST_0524,PROD_0048,4,886.64,0.18,2908.18,2025-05-12,Credit Card,Cancelled
TXN_002716,CUST_0827,PROD_0041,2,841.46,0.11,1497.8,2025-06-03,Credit Card,Pending
TXN_002717,CUST_0128,PROD_0040,4,104.96,0.03,407.24,2025-05-17,Debit Card,Cancelled
TXN_002718,CUST_0695,PROD_0144,2,57.75,0.21,91.25,2025-05-10,Bank Transfer,Cancelled
TXN_002719,CUST_0813,PROD_0162,4,741.15,0.28,2134.51,2025-05-13,E-wallet,Cancelled
TXN_002720,CUST_0881,PROD_0067,4,156.72,0.14,539.12,2025-05-27,Bank Transfer,Pending
TXN_002721,CUST_0135,PROD_0038,2,974.65,0.29,1384.0,2025-05-31,Debit Card,Completed
TXN_002722,CUST_0976,PROD_0042,5,13.78,0.01,68.21,2025-06-03,E-wallet,Pending
TXN_002723,CUST_0158,PROD_0089,5,356.26,0.3,1246.91,2025-05-10,Debit Card,Cancelled
TXN_002724,CUST_0836,PROD_0171,2,681.61,0.05,1295.06,2025-05-26,Bank Transfer,Completed
TXN_002725,CUST_0387,PROD_0047,5,645.45,0.3,2259.07,2025-05-27,Debit Card,Pending
TXN_002726,CUST_0672,PROD_0013,4,707.49,0.07,2631.86,2025-05-09,Bank Transfer,Completed
TXN_002727,CUST_0069,PROD_0166,1,191.04,0.16,160.47,2025-05-29,Bank Transfer,Cancelled
TXN_002728,CUST_0813,PROD_0126,3,580.52,0.03,1689.31,2025-05-30,Credit Card,Pending
TXN_002729,CUST_0686,PROD_0081,2,793.58,0.26,1174.5,2025-05-28,Credit Card,Cancelled
TXN_002730,CUST_0576,PROD_0083,2,38.66,0.0,77.32,2025-05-16,Credit Card,Completed
TXN_002731,CUST_0794,PROD_0099,2,403.18,0.12,709.6,2025-06-05,E-wallet,Cancelled
TXN_002732,CUST_0409,PROD_0059,5,949.57,0.25,3560.89,2025-05-22,E-wallet,Pending
TXN_002733,CUST_0065,PROD_0081,3,793.58,0.24,1809.36,2025-06-05,E-wallet,Pending
TXN_002734,CUST_0258,PROD_0146,1,704.85,0.24,535.69,2025-05-08,Credit Card,Pending
TXN_002735,CUST_0089,PROD_0110,3,641.93,0.02,1887.27,2025-05-19,E-wallet,Pending
TXN_002736,CUST_0439,PROD_0070,1,389.21,0.17,323.04,2025-05-16,Credit Card,Cancelled
TXN_002737,CUST_0739,PROD_0097,5,896.53,0.3,3137.85,2025-05-19,E-wallet,Pending
TXN_002738,CUST_0561,PROD_0128,3,434.74,0.24,991.21,2025-06-05,Bank Transfer,Completed
TXN_002739,CUST_0831,PROD_0036,1,943.02,0.08,867.58,2025-05-24,Debit Card,Cancelled
TXN_002740,CUST_0016,PROD_0019,5,185.93,0.26,687.94,2025-05-22,Credit Card,Completed
TXN_002741,CUST_0747,PROD_0170,1,421.87,0.04,405.0,2025-06-04,Debit Card,Cancelled
TXN_002742,CUST_0250,PROD_0193,4,564.55,0.27,1648.49,2025-05-18,Bank Transfer,Pending
TXN_002743,CUST_0545,PROD_0146,4,704.85,0.12,2481.07,2025-05-19,Bank Transfer,Completed
TXN_002744,CUST_0076,PROD_0043,4,485.53,0.15,1650.8,2025-05-22,Debit Card,Completed
TXN_002745,CUST_0818,PROD_0155,2,12.71,0.04,24.4,2025-05-17,Bank Transfer,Cancelled
TXN_002746,CUST_0783,PROD_0008,4,29.73,0.29,84.43,2025-05-15,Bank Transfer,Cancelled
TXN_002747,CUST_0558,PROD_0108,3,394.39,0.07,1100.35,2025-05-17,Debit Card,Cancelled
TXN_002748,CUST_0702,PROD_0147,3,426.66,0.06,1203.18,2025-05-18,Credit Card,Cancelled
TXN_002749,CUST_0789,PROD_0098,3,226.03,0.09,617.06,2025-06-06,E-wallet,Completed
TXN_002750,CUST_0239,PROD_0032,2,29.88,0.01,59.16,2025-06-03,Credit Card,Pending
TXN_002751,CUST_0863,PROD_0007,3,99.35,0.15,253.34,2025-05-25,E-wallet,Pending
TXN_002752,CUST_0577,PROD_0164,4,363.95,0.24,1106.41,2025-05-28,Bank Transfer,Completed
TXN_002753,CUST_0729,PROD_0013,1,707.49,0.04,679.19,2025-05-20,Bank Transfer,Pending
TXN_002754,CUST_0314,PROD_0080,5,761.9,0.2,3047.6,2025-05-24,Bank Transfer,Pending
TXN_002755,CUST_0305,PROD_0147,4,426.66,0.18,1399.44,2025-05-08,E-wallet,Completed
TXN_002756,CUST_0430,PROD_0052,4,671.46,0.27,1960.66,2025-05-24,Credit Card,Pending
TXN_002757,CUST_0879,PROD_0085,1,707.59,0.01,700.51,2025-05-30,E-wallet,Pending
TXN_002758,CUST_0716,PROD_0057,4,575.51,0.06,2163.92,2025-05-19,Bank Transfer,Pending
TXN_002759,CUST_0579,PROD_0110,5,641.93,0.06,3017.07,2025-05-23,Bank Transfer,Completed
TXN_002760,CUST_0113,PROD_0163,5,853.48,0.2,3413.92,2025-06-02,Bank Transfer,Completed
TXN_002761,CUST_0329,PROD_0053,1,235.24,0.21,185.84,2025-05-19,Bank Transfer,Cancelled
TXN_002762,CUST_0009,PROD_0046,3,494.21,0.1,1334.37,2025-06-01,Debit Card,Pending
TXN_002763,CUST_0424,PROD_0173,2,488.25,0.13,849.55,2025-05-30,Credit Card,Pending
TXN_002764,CUST_0629,PROD_0075,5,344.49,0.19,1395.18,2025-05-20,E-wallet,Cancelled
TXN_002765,CUST_0403,PROD_0090,3,292.22,0.12,771.46,2025-05-24,Debit Card,Pending
TXN_002766,CUST_0996,PROD_0085,3,707.59,0.26,1570.85,2025-05-08,E-wallet,Cancelled
TXN_002767,CUST_0227,PROD_0079,3,196.06,0.24,447.02,2025-05-12,E-wallet,Cancelled
TXN_002768,CUST_0125,PROD_0102,5,73.2,0.28,263.52,2025-05-19,Debit Card,Cancelled
TXN_002769,CUST_0249,PROD_0181,3,21.53,0.08,59.42,2025-05-23,E-wallet,Completed
TXN_002770,CUST_0589,PROD_0070,4,389.21,0.08,1432.29,2025-05-21,Debit Card,Completed
TXN_002771,CUST_0230,PROD_0013,5,707.49,0.1,3183.7,2025-05-24,Debit Card,Cancelled
TXN_002772,CUST_0741,PROD_0123,2,863.77,0.3,1209.28,2025-05-16,E-wallet,Completed
TXN_002773,CUST_0256,PROD_0041,1,841.46,0.29,597.44,2025-05-09,Bank Transfer,Completed
TXN_002774,CUST_0063,PROD_0177,2,527.87,0.03,1024.07,2025-05-22,Credit Card,Pending
TXN_002775,CUST_0335,PROD_0078,5,276.73,0.1,1245.29,2025-05-28,Bank Transfer,Pending
TXN_002776,CUST_0345,PROD_0121,5,145.99,0.04,700.75,2025-05-13,Debit Card,Completed
TXN_002777,CUST_0251,PROD_0003,1,596.59,0.09,542.9,2025-05-19,Bank Transfer,Pending
TXN_002778,CUST_0391,PROD_0017,2,789.12,0.22,1231.03,2025-05-30,Credit Card,Completed
TXN_002779,CUST_0145,PROD_0189,3,553.61,0.03,1611.01,2025-05-13,Credit Card,Completed
TXN_002780,CUST_0752,PROD_0119,3,890.53,0.26,1976.98,2025-05-10,E-wallet,Cancelled
TXN_002781,CUST_0724,PROD_0153,4,168.77,0.06,634.58,2025-05-19,E-wallet,Cancelled
TXN_002782,CUST_0694,PROD_0121,1,145.99,0.17,121.17,2025-05-24,Credit Card,Cancelled
TXN_002783,CUST_0625,PROD_0056,1,400.86,0.08,368.79,2025-05-26,E-wallet,Completed
TXN_002784,CUST_0266,PROD_0179,3,352.29,0.12,930.05,2025-05-30,Credit Card,Completed
TXN_002785,CUST_0229,PROD_0139,5,232.08,0.11,1032.76,2025-05-09,Debit Card,Pending
TXN_002786,CUST_0912,PROD_0047,2,645.45,0.25,968.18,2025-06-01,Debit Card,Completed
TXN_002787,CUST_0879,PROD_0064,2,858.06,0.09,1561.67,2025-05-28,Debit Card,Pending
TXN_002788,CUST_0417,PROD_0054,1,424.45,0.01,420.21,2025-05-30,Bank Transfer,Cancelled
TXN_002789,CUST_0594,PROD_0107,5,997.49,0.22,3890.21,2025-05-16,Bank Transfer,Cancelled
TXN_002790,CUST_0852,PROD_0008,1,29.73,0.17,24.68,2025-05-09,E-wallet,Cancelled
TXN_002791,CUST_0725,PROD_0037,5,165.53,0.26,612.46,2025-05-25,Credit Card,Completed
TXN_002792,CUST_0908,PROD_0168,1,652.36,0.19,528.41,2025-05-22,Bank Transfer,Pending
TXN_002793,CUST_0066,PROD_0120,3,534.54,0.06,1507.4,2025-06-05,E-wallet,Completed
TXN_002794,CUST_0862,PROD_0082,1,409.35,0.05,388.88,2025-05-20,E-wallet,Completed
TXN_002795,CUST_0168,PROD_0042,5,13.78,0.18,56.5,2025-05-29,Bank Transfer,Pending
TXN_002796,CUST_0347,PROD_0047,4,645.45,0.23,1987.99,2025-05-14,Debit Card,Completed
TXN_002797,CUST_0206,PROD_0035,5,985.42,0.3,3448.97,2025-05-18,Debit Card,Completed
TXN_002798,CUST_0140,PROD_0005,2,567.97,0.1,1022.35,2025-05-19,Credit Card,Completed
TXN_002799,CUST_0210,PROD_0003,2,596.59,0.01,1181.25,2025-05-31,E-wallet,Pending
TXN_002800,CUST_0480,PROD_0113,1,727.93,0.22,567.79,2025-06-03,Bank Transfer,Pending
TXN_002801,CUST_0374,PROD_0003,4,596.59,0.26,1765.91,2025-06-02,Bank Transfer,Cancelled
TXN_002802,CUST_0625,PROD_0089,3,356.26,0.07,993.97,2025-05-14,Credit Card,Completed
TXN_002803,CUST_0285,PROD_0165,3,879.69,0.06,2480.73,2025-06-04,Debit Card,Completed
TXN_002804,CUST_0753,PROD_0149,5,832.35,0.23,3204.55,2025-05-11,Bank Transfer,Completed
TXN_002805,CUST_0241,PROD_0008,2,29.73,0.08,54.7,2025-05-08,Debit Card,Completed
TXN_002806,CUST_0131,PROD_0139,3,232.08,0.14,598.77,2025-05-12,Credit Card,Completed
TXN_002807,CUST_0466,PROD_0184,2,511.86,0.29,726.84,2025-05-16,Debit Card,Pending
TXN_002808,CUST_0054,PROD_0096,1,807.03,0.13,702.12,2025-05-09,Bank Transfer,Pending
TXN_002809,CUST_0677,PROD_0140,4,593.8,0.22,1852.66,2025-06-03,Bank Transfer,Cancelled
TXN_002810,CUST_0652,PROD_0177,4,527.87,0.1,1900.33,2025-05-29,Bank Transfer,Completed
TXN_002811,CUST_0638,PROD_0154,2,691.32,0.28,995.5,2025-06-05,Bank Transfer,Pending
TXN_002812,CUST_0656,PROD_0139,2,232.08,0.16,389.89,2025-05-08,Bank Transfer,Completed
TXN_002813,CUST_0808,PROD_0174,4,446.28,0.19,1445.95,2025-05-27,Credit Card,Completed
TXN_002814,CUST_0160,PROD_0082,5,409.35,0.01,2026.28,2025-05-19,E-wallet,Pending
TXN_002815,CUST_0404,PROD_0195,5,106.46,0.08,489.72,2025-05-29,Debit Card,Completed
TXN_002816,CUST_0498,PROD_0064,2,858.06,0.14,1475.86,2025-05-13,Credit Card,Completed
TXN_002817,CUST_0103,PROD_0034,1,551.58,0.03,535.03,2025-06-05,Credit Card,Cancelled
TXN_002818,CUST_0469,PROD_0132,1,696.59,0.07,647.83,2025-05-26,Bank Transfer,Cancelled
TXN_002819,CUST_0629,PROD_0013,1,707.49,0.14,608.44,2025-06-05,Bank Transfer,Pending
TXN_002820,CUST_0711,PROD_0010,2,719.77,0.18,1180.42,2025-05-26,Credit Card,Cancelled
TXN_002821,CUST_0995,PROD_0159,5,462.18,0.08,2126.03,2025-05-26,Debit Card,Cancelled
TXN_002822,CUST_0326,PROD_0189,1,553.61,0.15,470.57,2025-06-01,Debit Card,Completed
TXN_002823,CUST_0928,PROD_0127,4,138.11,0.22,430.9,2025-05-30,Debit Card,Cancelled
TXN_002824,CUST_0466,PROD_0047,2,645.45,0.01,1277.99,2025-05-10,E-wallet,Completed
TXN_002825,CUST_0148,PROD_0029,4,882.95,0.05,3355.21,2025-05-16,E-wallet,Cancelled
TXN_002826,CUST_0831,PROD_0067,5,156.72,0.26,579.86,2025-05-25,Debit Card,Completed
TXN_002827,CUST_0758,PROD_0189,1,553.61,0.21,437.35,2025-05-11,Debit Card,Completed
TXN_002828,CUST_1000,PROD_0075,3,344.49,0.09,940.46,2025-05-09,Credit Card,Pending
TXN_002829,CUST_0515,PROD_0133,4,111.68,0.15,379.71,2025-05-19,E-wallet,Completed
TXN_002830,CUST_0278,PROD_0119,1,890.53,0.24,676.8,2025-06-06,E-wallet,Cancelled
TXN_002831,CUST_0700,PROD_0097,5,896.53,0.21,3541.29,2025-06-04,E-wallet,Completed
TXN_002832,CUST_0807,PROD_0175,4,22.24,0.15,75.62,2025-05-18,Debit Card,Pending
TXN_002833,CUST_0438,PROD_0163,2,853.48,0.05,1621.61,2025-05-09,E-wallet,Pending
TXN_002834,CUST_0239,PROD_0069,2,868.8,0.14,1494.34,2025-05-22,Bank Transfer,Pending
TXN_002835,CUST_0814,PROD_0044,2,179.12,0.27,261.52,2025-05-19,Debit Card,Completed
TXN_002836,CUST_0429,PROD_0021,4,190.26,0.1,684.94,2025-06-04,Debit Card,Cancelled
TXN_002837,CUST_0138,PROD_0008,3,29.73,0.17,74.03,2025-05-08,Debit Card,Completed
TXN_002838,CUST_0607,PROD_0074,1,748.29,0.02,733.32,2025-05-08,Bank Transfer,Completed
TXN_002839,CUST_0044,PROD_0039,5,272.61,0.1,1226.75,2025-05-13,Bank Transfer,Completed
TXN_002840,CUST_0447,PROD_0063,4,394.22,0.2,1261.5,2025-05-12,Debit Card,Cancelled
TXN_002841,CUST_0419,PROD_0045,5,845.33,0.22,3296.79,2025-05-16,Debit Card,Completed
TXN_002842,CUST_0442,PROD_0097,1,896.53,0.1,806.88,2025-05-29,Credit Card,Cancelled
TXN_002843,CUST_0685,PROD_0142,3,773.54,0.03,2251.0,2025-05-31,Credit Card,Completed
TXN_002844,CUST_0671,PROD_0138,1,173.23,0.01,171.5,2025-05-19,Debit Card,Cancelled
TXN_002845,CUST_0877,PROD_0041,1,841.46,0.25,631.1,2025-06-04,Debit Card,Completed
TXN_002846,CUST_0097,PROD_0045,1,845.33,0.11,752.34,2025-05-28,Credit Card,Cancelled
TXN_002847,CUST_0382,PROD_0138,2,173.23,0.26,256.38,2025-05-20,Bank Transfer,Cancelled
TXN_002848,CUST_0512,PROD_0103,3,268.54,0.27,588.1,2025-06-03,Credit Card,Cancelled
TXN_002849,CUST_0335,PROD_0068,5,925.68,0.16,3887.86,2025-05-25,E-wallet,Pending
TXN_002850,CUST_0769,PROD_0035,1,985.42,0.01,975.57,2025-05-25,Debit Card,Cancelled
TXN_002851,CUST_0951,PROD_0129,4,47.35,0.13,164.78,2025-05-21,Bank Transfer,Completed
TXN_002852,CUST_0852,PROD_0081,5,793.58,0.1,3571.11,2025-05-14,Bank Transfer,Cancelled
TXN_002853,CUST_0412,PROD_0073,4,401.83,0.22,1253.71,2025-05-13,Credit Card,Cancelled
TXN_002854,CUST_0446,PROD_0186,2,803.25,0.07,1494.04,2025-05-16,Debit Card,Completed
TXN_002855,CUST_0626,PROD_0037,4,165.53,0.24,503.21,2025-06-01,Credit Card,Completed
TXN_002856,CUST_0188,PROD_0005,3,567.97,0.21,1346.09,2025-06-05,E-wallet,Completed
TXN_002857,CUST_0627,PROD_0065,5,788.69,0.07,3667.41,2025-06-03,E-wallet,Cancelled
TXN_002858,CUST_0498,PROD_0131,5,27.74,0.23,106.8,2025-05-15,Credit Card,Completed
TXN_002859,CUST_0483,PROD_0158,4,726.33,0.05,2760.05,2025-05-13,Bank Transfer,Cancelled
TXN_002860,CUST_0625,PROD_0153,5,168.77,0.08,776.34,2025-05-15,Credit Card,Cancelled
TXN_002861,CUST_0165,PROD_0132,2,696.59,0.03,1351.38,2025-05-20,Credit Card,Completed
TXN_002862,CUST_0225,PROD_0111,4,307.19,0.12,1081.31,2025-05-14,Debit Card,Cancelled
TXN_002863,CUST_0003,PROD_0016,1,652.69,0.1,587.42,2025-05-31,Debit Card,Cancelled
TXN_002864,CUST_0345,PROD_0050,5,233.98,0.12,1029.51,2025-05-10,Credit Card,Completed
TXN_002865,CUST_0330,PROD_0162,1,741.15,0.1,667.03,2025-06-01,E-wallet,Completed
TXN_002866,CUST_0908,PROD_0136,2,344.46,0.16,578.69,2025-06-06,E-wallet,Cancelled
TXN_002867,CUST_0706,PROD_0042,4,13.78,0.25,41.34,2025-05-18,Debit Card,Cancelled
TXN_002868,CUST_0798,PROD_0145,5,386.45,0.02,1893.61,2025-05-23,Bank Transfer,Cancelled
TXN_002869,CUST_0715,PROD_0111,2,307.19,0.25,460.78,2025-05-13,Bank Transfer,Completed
TXN_002870,CUST_0879,PROD_0059,2,949.57,0.25,1424.36,2025-05-09,Debit Card,Cancelled
TXN_002871,CUST_0625,PROD_0099,2,403.18,0.06,757.98,2025-05-22,Bank Transfer,Cancelled
TXN_002872,CUST_0086,PROD_0130,3,893.09,0.19,2170.21,2025-05-09,Bank Transfer,Completed
TXN_002873,CUST_0408,PROD_0117,1,852.7,0.07,793.01,2025-05-20,E-wallet,Completed
TXN_002874,CUST_0001,PROD_0020,2,852.25,0.05,1619.27,2025-05-21,Debit Card,Completed
TXN_002875,CUST_0922,PROD_0058,5,155.97,0.05,740.86,2025-05-16,Debit Card,Pending
TXN_002876,CUST_0920,PROD_0048,4,886.64,0.22,2766.32,2025-05-14,Credit Card,Cancelled
TXN_002877,CUST_0489,PROD_0084,1,257.0,0.12,226.16,2025-05-09,Bank Transfer,Pending
TXN_002878,CUST_0395,PROD_0025,1,452.16,0.13,393.38,2025-05-17,E-wallet,Cancelled
TXN_002879,CUST_0172,PROD_0002,5,361.26,0.16,1517.29,2025-05-10,E-wallet,Completed
TXN_002880,CUST_0789,PROD_0020,5,852.25,0.04,4090.8,2025-05-18,Bank Transfer,Pending
TXN_002881,CUST_0120,PROD_0118,5,584.51,0.21,2308.81,2025-05-26,Bank Transfer,Cancelled
TXN_002882,CUST_0874,PROD_0137,2,996.18,0.16,1673.58,2025-05-28,E-wallet,Cancelled
TXN_002883,CUST_0510,PROD_0046,1,494.21,0.3,345.95,2025-05-11,Debit Card,Cancelled
TXN_002884,CUST_0401,PROD_0097,3,896.53,0.21,2124.78,2025-05-11,Bank Transfer,Cancelled
TXN_002885,CUST_0394,PROD_0196,2,347.94,0.18,570.62,2025-05-26,Credit Card,Completed
TXN_002886,CUST_0332,PROD_0115,2,746.77,0.09,1359.12,2025-05-21,Debit Card,Pending
TXN_002887,CUST_0334,PROD_0058,5,155.97,0.08,717.46,2025-05-24,Credit Card,Pending
TXN_002888,CUST_0756,PROD_0077,2,143.04,0.17,237.45,2025-05-18,Credit Card,Pending
TXN_002889,CUST_0275,PROD_0161,4,366.61,0.04,1407.78,2025-05-18,Bank Transfer,Pending
TXN_002890,CUST_0605,PROD_0078,1,276.73,0.23,213.08,2025-05-19,Bank Transfer,Pending
TXN_002891,CUST_0023,PROD_0144,1,57.75,0.17,47.93,2025-05-18,Bank Transfer,Pending
TXN_002892,CUST_0703,PROD_0175,4,22.24,0.08,81.84,2025-05-26,E-wallet,Pending
TXN_002893,CUST_0283,PROD_0020,5,852.25,0.06,4005.57,2025-05-18,E-wallet,Completed
TXN_002894,CUST_0421,PROD_0119,2,890.53,0.09,1620.76,2025-05-23,E-wallet,Completed
TXN_002895,CUST_0409,PROD_0188,5,111.62,0.16,468.8,2025-05-20,Credit Card,Pending
TXN_002896,CUST_0300,PROD_0199,5,115.89,0.16,486.74,2025-05-29,E-wallet,Pending
TXN_002897,CUST_0011,PROD_0155,2,12.71,0.2,20.34,2025-05-21,Bank Transfer,Completed
TXN_002898,CUST_0335,PROD_0044,1,179.12,0.25,134.34,2025-06-05,Debit Card,Pending
TXN_002899,CUST_0143,PROD_0118,1,584.51,0.12,514.37,2025-05-28,Credit Card,Completed
TXN_002900,CUST_0861,PROD_0140,2,593.8,0.08,1092.59,2025-05-11,E-wallet,Pending
TXN_002901,CUST_0533,PROD_0027,2,723.21,0.0,1446.42,2025-05-09,Debit Card,Cancelled
TXN_002902,CUST_0824,PROD_0011,3,156.23,0.14,403.07,2025-05-16,Debit Card,Cancelled
TXN_002903,CUST_0610,PROD_0189,4,553.61,0.08,2037.28,2025-05-10,Credit Card,Cancelled
TXN_002904,CUST_0356,PROD_0107,2,997.49,0.0,1994.98,2025-05-08,Bank Transfer,Pending
TXN_002905,CUST_0938,PROD_0004,1,37.92,0.0,37.92,2025-06-05,E-wallet,Cancelled
TXN_002906,CUST_0400,PROD_0195,4,106.46,0.03,413.06,2025-05-09,E-wallet,Cancelled
TXN_002907,CUST_0209,PROD_0005,3,567.97,0.12,1499.44,2025-06-03,E-wallet,Cancelled
TXN_002908,CUST_0197,PROD_0113,5,727.93,0.2,2911.72,2025-05-09,E-wallet,Pending
TXN_002909,CUST_0460,PROD_0146,1,704.85,0.15,599.12,2025-05-22,Credit Card,Cancelled
TXN_002910,CUST_0122,PROD_0136,4,344.46,0.05,1308.95,2025-05-09,Credit Card,Completed
TXN_002911,CUST_0116,PROD_0162,2,741.15,0.13,1289.6,2025-05-09,Credit Card,Completed
TXN_002912,CUST_0237,PROD_0070,3,389.21,0.09,1062.54,2025-05-29,Debit Card,Cancelled
TXN_002913,CUST_0610,PROD_0012,4,848.02,0.15,2883.27,2025-05-16,E-wallet,Pending
TXN_002914,CUST_0573,PROD_0103,3,268.54,0.05,765.34,2025-06-05,Bank Transfer,Completed
TXN_002915,CUST_0807,PROD_0200,2,129.54,0.04,248.72,2025-05-08,E-wallet,Cancelled
TXN_002916,CUST_0612,PROD_0112,4,300.85,0.04,1155.26,2025-05-08,Bank Transfer,Completed
TXN_002917,CUST_0189,PROD_0047,1,645.45,0.18,529.27,2025-05-27,Debit Card,Completed
TXN_002918,CUST_0955,PROD_0163,3,853.48,0.13,2227.58,2025-06-06,E-wallet,Pending
TXN_002919,CUST_0315,PROD_0123,4,863.77,0.09,3144.12,2025-05-28,E-wallet,Pending
TXN_002920,CUST_0612,PROD_0058,5,155.97,0.13,678.47,2025-06-01,Credit Card,Completed
TXN_002921,CUST_0548,PROD_0058,3,155.97,0.0,467.91,2025-05-11,Credit Card,Completed
TXN_002922,CUST_0295,PROD_0086,3,510.08,0.07,1423.12,2025-06-01,Credit Card,Completed
TXN_002923,CUST_0759,PROD_0064,4,858.06,0.04,3294.95,2025-06-01,Credit Card,Completed
TXN_002924,CUST_0952,PROD_0184,4,511.86,0.07,1904.12,2025-05-13,Debit Card,Cancelled
TXN_002925,CUST_0994,PROD_0119,4,890.53,0.05,3384.01,2025-05-13,E-wallet,Cancelled
TXN_002926,CUST_0658,PROD_0140,2,593.8,0.19,961.96,2025-05-20,E-wallet,Cancelled
TXN_002927,CUST_0692,PROD_0083,5,38.66,0.1,173.97,2025-06-01,E-wallet,Completed
TXN_002928,CUST_0698,PROD_0089,2,356.26,0.21,562.89,2025-05-27,Credit Card,Pending
TXN_002929,CUST_0119,PROD_0129,3,47.35,0.15,120.74,2025-05-18,Credit Card,Pending
TXN_002930,CUST_0069,PROD_0015,3,976.1,0.27,2137.66,2025-05-21,Credit Card,Pending
TXN_002931,CUST_0316,PROD_0154,1,691.32,0.08,636.01,2025-05-23,E-wallet,Pending
TXN_002932,CUST_0483,PROD_0059,3,949.57,0.19,2307.46,2025-05-26,Debit Card,Pending
TXN_002933,CUST_0449,PROD_0136,3,344.46,0.03,1002.38,2025-05-12,Bank Transfer,Completed
TXN_002934,CUST_0365,PROD_0149,3,832.35,0.21,1972.67,2025-05-19,Bank Transfer,Completed
TXN_002935,CUST_0267,PROD_0075,5,344.49,0.06,1619.1,2025-05-27,Debit Card,Pending
TXN_002936,CUST_0523,PROD_0137,1,996.18,0.07,926.45,2025-06-03,Debit Card,Pending
TXN_002937,CUST_0086,PROD_0018,2,384.6,0.07,715.36,2025-05-17,Debit Card,Pending
TXN_002938,CUST_0959,PROD_0010,5,719.77,0.14,3095.01,2025-05-20,Debit Card,Cancelled
TXN_002939,CUST_0070,PROD_0091,2,855.28,0.14,1471.08,2025-05-22,Debit Card,Completed
TXN_002940,CUST_0293,PROD_0143,4,994.73,0.06,3740.18,2025-05-16,Credit Card,Pending
TXN_002941,CUST_0186,PROD_0032,4,29.88,0.21,94.42,2025-05-24,E-wallet,Cancelled
TXN_002942,CUST_0218,PROD_0084,2,257.0,0.14,442.04,2025-05-12,Credit Card,Completed
TXN_002943,CUST_0525,PROD_0145,1,386.45,0.11,343.94,2025-05-16,Bank Transfer,Completed
TXN_002944,CUST_0300,PROD_0072,4,152.41,0.15,518.19,2025-05-14,Bank Transfer,Pending
TXN_002945,CUST_0761,PROD_0097,2,896.53,0.18,1470.31,2025-05-25,Credit Card,Pending
TXN_002946,CUST_0230,PROD_0054,4,424.45,0.04,1629.89,2025-05-18,E-wallet,Pending
TXN_002947,CUST_0645,PROD_0111,3,307.19,0.29,654.31,2025-05-27,Credit Card,Cancelled
TXN_002948,CUST_0602,PROD_0148,5,626.57,0.24,2380.97,2025-05-15,Credit Card,Completed
TXN_002949,CUST_0050,PROD_0137,5,996.18,0.17,4134.15,2025-05-22,Debit Card,Cancelled
TXN_002950,CUST_0018,PROD_0137,2,996.18,0.25,1494.27,2025-05-16,E-wallet,Completed
TXN_002951,CUST_0098,PROD_0181,1,21.53,0.16,18.09,2025-05-24,E-wallet,Pending
TXN_002952,CUST_0175,PROD_0167,3,279.11,0.12,736.85,2025-05-14,E-wallet,Cancelled
TXN_002953,CUST_0770,PROD_0172,5,781.37,0.22,3047.34,2025-05-19,E-wallet,Pending
TXN_002954,CUST_0175,PROD_0144,3,57.75,0.25,129.94,2025-05-09,Bank Transfer,Pending
TXN_002955,CUST_0651,PROD_0182,5,853.35,0.1,3840.08,2025-05-21,Debit Card,Cancelled
TXN_002956,CUST_0760,PROD_0029,5,882.95,0.02,4326.45,2025-06-02,Credit Card,Pending
TXN_002957,CUST_0764,PROD_0150,4,126.56,0.22,394.87,2025-05-18,Credit Card,Completed
TXN_002958,CUST_0307,PROD_0136,5,344.46,0.06,1618.96,2025-05-18,Bank Transfer,Completed
TXN_002959,CUST_0474,PROD_0004,3,37.92,0.23,87.6,2025-05-21,E-wallet,Pending
TXN_002960,CUST_0948,PROD_0085,1,707.59,0.24,537.77,2025-05-12,Debit Card,Pending
TXN_002961,CUST_0509,PROD_0195,2,106.46,0.16,178.85,2025-05-25,Credit Card,Completed
TXN_002962,CUST_0187,PROD_0186,2,803.25,0.19,1301.27,2025-05-31,E-wallet,Pending
TXN_002963,CUST_0870,PROD_0138,1,173.23,0.23,133.39,2025-05-19,Debit Card,Cancelled
TXN_002964,CUST_0504,PROD_0138,1,173.23,0.08,159.37,2025-05-08,E-wallet,Cancelled
TXN_002965,CUST_0012,PROD_0006,5,546.7,0.2,2186.8,2025-05-10,Debit Card,Completed
TXN_002966,CUST_0456,PROD_0120,5,534.54,0.01,2645.97,2025-05-27,Debit Card,Cancelled
TXN_002967,CUST_0883,PROD_0109,4,817.85,0.18,2682.55,2025-05-30,E-wallet,Completed
TXN_002968,CUST_0644,PROD_0169,3,699.21,0.22,1636.15,2025-05-20,Credit Card,Cancelled
TXN_002969,CUST_0476,PROD_0192,1,827.06,0.23,636.84,2025-05-16,E-wallet,Completed
TXN_002970,CUST_0130,PROD_0173,4,488.25,0.01,1933.47,2025-05-14,Credit Card,Completed
TXN_002971,CUST_0590,PROD_0062,5,265.31,0.02,1300.02,2025-05-30,Debit Card,Cancelled
TXN_002972,CUST_0486,PROD_0079,2,196.06,0.19,317.62,2025-05-27,E-wallet,Completed
TXN_002973,CUST_0250,PROD_0186,4,803.25,0.01,3180.87,2025-06-05,E-wallet,Cancelled
